designer,url
sara-battaglia,https://assets.vogue.com/photos/65ba5481b55cb162751ff005/master/w_2560%2Cc_limit/00026-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
sara-battaglia,https://assets.vogue.com/photos/65ba5480f5c8d6def0b75efd/master/w_2560%2Cc_limit/00027-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
sara-battaglia,https://assets.vogue.com/photos/65ba54837c58534d6f303880/master/w_2560%2Cc_limit/00028-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
sara-battaglia,https://assets.vogue.com/photos/65ba54837c58534d6f303882/master/w_2560%2Cc_limit/00029-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
sara-battaglia,https://assets.vogue.com/photos/65ba5484e1fe3c1de6ebc727/master/w_2560%2Cc_limit/00030-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
sara-battaglia,https://assets.vogue.com/photos/65ba5485a534ea3784bfdd4c/master/w_2560%2Cc_limit/00031-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
sara-battaglia,https://assets.vogue.com/photos/65ba5486d058bc2c681daa49/master/w_2560%2Cc_limit/00032-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
sara-battaglia,https://assets.vogue.com/photos/65ba54864f005afdef36c865/master/w_2560%2Cc_limit/00033-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
sara-battaglia,https://assets.vogue.com/photos/65ba54864f005afdef36c865/master/w_2560%2Cc_limit/00033-sara-battaglia-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa61ed07e7e093468e74b/master/w_2560%2Cc_limit/00002-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa61e1cbd65155fa7a82f/master/w_2560%2Cc_limit/00003-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6272f2a1866135543fa/master/w_2560%2Cc_limit/00004-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa627f160138d0ba22263/master/w_2560%2Cc_limit/00005-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6272ad343b485e97afc/master/w_2560%2Cc_limit/00006-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa630662c9ff4f0fa6626/master/w_2560%2Cc_limit/00007-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa630836858579feeeab6/master/w_2560%2Cc_limit/00008-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa62fd07e7e093468e74d/master/w_2560%2Cc_limit/00009-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa63752627301dde932cc/master/w_2560%2Cc_limit/00010-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa638bbeafac245077922/master/w_2560%2Cc_limit/00011-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6386b3723d6ea661e7f/master/w_2560%2Cc_limit/00012-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa63f883d1fa6e8143351/master/w_2560%2Cc_limit/00013-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6401cbd65155fa7a831/master/w_2560%2Cc_limit/00014-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa640ec205705f61d6565/master/w_2560%2Cc_limit/00015-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa646f7e6ec29e812c1e7/master/w_2560%2Cc_limit/00016-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa647662c9ff4f0fa6629/master/w_2560%2Cc_limit/00017-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa648d07e7e093468e74f/master/w_2560%2Cc_limit/00018-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa64cea29c1b6cac2fb23/master/w_2560%2Cc_limit/00019-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa64e6b3723d6ea661e82/master/w_2560%2Cc_limit/00020-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa64fa178dbe9adbcdbc4/master/w_2560%2Cc_limit/00021-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa651174183c8f1d4f358/master/w_2560%2Cc_limit/00022-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa65452627301dde932ce/master/w_2560%2Cc_limit/00023-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa65665d1761a32f893b3/master/w_2560%2Cc_limit/00024-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6589e9e73f371f3e797/master/w_2560%2Cc_limit/00025-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa65a19ef23d1741e6886/master/w_2560%2Cc_limit/00026-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa65cbb8da269e040017f/master/w_2560%2Cc_limit/00027-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa65ef7e6ec29e812c1e9/master/w_2560%2Cc_limit/00028-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa660be9734112b054eed/master/w_2560%2Cc_limit/00029-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa663bb8da269e0400183/master/w_2560%2Cc_limit/00030-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa665a454da5eb1025ea0/master/w_2560%2Cc_limit/00031-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6676b3723d6ea661e84/master/w_2560%2Cc_limit/00032-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa668836858579feeeab9/master/w_2560%2Cc_limit/00033-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa66b6b3723d6ea661e86/master/w_2560%2Cc_limit/00034-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa66fd07e7e093468e752/master/w_2560%2Cc_limit/00035-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa670ea29c1b6cac2fb26/master/w_2560%2Cc_limit/00036-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa67165d1761a32f893b5/master/w_2560%2Cc_limit/00037-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa674ea29c1b6cac2fb28/master/w_2560%2Cc_limit/00038-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa67be810eec3589a93f7/master/w_2560%2Cc_limit/00039-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa67bec205705f61d6568/master/w_2560%2Cc_limit/00040-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa67cea29c1b6cac2fb2a/master/w_2560%2Cc_limit/00041-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa685836858579feeeabb/master/w_2560%2Cc_limit/00042-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6882f2a1866135543fd/master/w_2560%2Cc_limit/00043-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6886b3723d6ea661e89/master/w_2560%2Cc_limit/00044-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa68b65d1761a32f893b8/master/w_2560%2Cc_limit/00045-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa692bbeafac245077926/master/w_2560%2Cc_limit/00046-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa693662c9ff4f0fa662c/master/w_2560%2Cc_limit/00047-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa69452627301dde932d2/master/w_2560%2Cc_limit/00048-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa69cf160138d0ba22266/master/w_2560%2Cc_limit/00049-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa69f174183c8f1d4f35a/master/w_2560%2Cc_limit/00050-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa69d9e9e73f371f3e799/master/w_2560%2Cc_limit/00051-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6aae284931f1a6e17fe/master/w_2560%2Cc_limit/00052-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6aa9b63c039f582a449/master/w_2560%2Cc_limit/00053-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6ab65d1761a32f893ba/master/w_2560%2Cc_limit/00054-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6b7662c9ff4f0fa662e/master/w_2560%2Cc_limit/00055-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6b865d1761a32f893bd/master/w_2560%2Cc_limit/00056-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6b89b63c039f582a44b/master/w_2560%2Cc_limit/00057-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6c5f7e6ec29e812c1eb/master/w_2560%2Cc_limit/00058-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6c4883d1fa6e8143358/master/w_2560%2Cc_limit/00059-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6c519ef23d1741e6889/master/w_2560%2Cc_limit/00060-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6d2d07e7e093468e755/master/w_2560%2Cc_limit/00061-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6d252627301dde932d4/master/w_2560%2Cc_limit/00062-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6d2662c9ff4f0fa6630/master/w_2560%2Cc_limit/00063-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6dfbb8da269e0400186/master/w_2560%2Cc_limit/00064-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6dfa178dbe9adbcdbc6/master/w_2560%2Cc_limit/00065-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6df2ad343b485e97b02/master/w_2560%2Cc_limit/00066-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6eca178dbe9adbcdbc8/master/w_2560%2Cc_limit/00067-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6ecec205705f61d656a/master/w_2560%2Cc_limit/00068-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6ebd07e7e093468e757/master/w_2560%2Cc_limit/00069-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6f9d07e7e093468e759/master/w_2560%2Cc_limit/00070-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6f9bbeafac245077929/master/w_2560%2Cc_limit/00071-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa6f99e9e73f371f3e79d/master/w_2560%2Cc_limit/00072-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa708bbeafac24507792b/master/w_2560%2Cc_limit/00073-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa704ea29c1b6cac2fb2d/master/w_2560%2Cc_limit/00074-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa706bb8da269e0400189/master/w_2560%2Cc_limit/00075-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa71352627301dde932d6/master/w_2560%2Cc_limit/00076-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa712ea29c1b6cac2fb2f/master/w_2560%2Cc_limit/00077-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa7142ad343b485e97b05/master/w_2560%2Cc_limit/00078-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa71eea29c1b6cac2fb31/master/w_2560%2Cc_limit/00079-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa71fea29c1b6cac2fb33/master/w_2560%2Cc_limit/00080-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa720be9734112b054ef1/master/w_2560%2Cc_limit/00081-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa72c52627301dde932d8/master/w_2560%2Cc_limit/00082-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa72ebe9734112b054ef3/master/w_2560%2Cc_limit/00083-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa72cf7e6ec29e812c1ee/master/w_2560%2Cc_limit/00084-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa73a2f2a186613554400/master/w_2560%2Cc_limit/00085-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa73abe9734112b054ef5/master/w_2560%2Cc_limit/00086-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa73a836858579feeeabd/master/w_2560%2Cc_limit/00087-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa74765d1761a32f893c2/master/w_2560%2Cc_limit/00088-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa749f160138d0ba22268/master/w_2560%2Cc_limit/00089-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa749e284931f1a6e1802/master/w_2560%2Cc_limit/00090-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa752bbeafac24507792d/master/w_2560%2Cc_limit/00091-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
moncler-grenoble,https://assets.vogue.com/photos/65bfa752bbeafac24507792d/master/w_2560%2Cc_limit/00091-moncler-grenoble-fall-2024-ready-to-wear-credit-brand.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234b57d5c040e2986a2a9/master/w_2560%2Cc_limit/00002-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234b644bdf11f2cefab0d/master/w_2560%2Cc_limit/00003-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234b8e72fe6e5c388dff5/master/w_2560%2Cc_limit/00004-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234b85169889988b6cc13/master/w_2560%2Cc_limit/00005-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234b9dddd03149d1e6939/master/w_2560%2Cc_limit/00006-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234bb663d0863782eb848/master/w_2560%2Cc_limit/00007-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234bc98c91dc16aede677/master/w_2560%2Cc_limit/00008-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234bc095983f9e7084836/master/w_2560%2Cc_limit/00009-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234be91bdd8277083eae1/master/w_2560%2Cc_limit/00010-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
olivia-ballard,https://assets.vogue.com/photos/65c234bf996d47ea052f47a4/master/w_2560%2Cc_limit/00011-olivia-ballard-fall-2024-ready-to-wear-berlin-credit-james-cochrane-bfw.jpg
